id,name,form_name,分類,カテゴリー,タイプ1,タイプ2,高さ,重さ,HP,攻撃,防御,特攻,特防,素早さ,合計,特性1,特性2,夢特性,hiragana,romaji
510,レパルダス,通常,れいこくポケモン,通常,あく,,1.1,37.5,64,88,50,88,50,106,446,じゅうなん,かるわざ,いたずらごころ,れぱるだす,reparudasu
511,ヤナップ,通常,くさざるポケモン,通常,くさ,,0.6,10.5,50,53,48,53,48,64,316,くいしんぼう,,しんりょく,やなっぷ,yanappu
512,ヤナッキー,通常,とげざるポケモン,通常,くさ,,1.1,30.5,75,98,63,98,63,101,498,くいしんぼう,,しんりょく,やなっきー,yanakki
513,バオップ,通常,こうおんポケモン,通常,ほのお,,0.6,11,50,53,48,53,48,64,316,くいしんぼう,,もうか,ばおっぷ,baoppu
514,バオッキー,通常,ひのこポケモン,通常,ほのお,,1,28,75,98,63,98,63,101,498,くいしんぼう,,もうか,ばおっきー,baokki
515,ヒヤップ,通常,みずかけポケモン,通常,みず,,0.6,13.5,50,53,48,53,48,64,316,くいしんぼう,,げきりゅう,ひやっぷ,hiyappu
516,ヒヤッキー,通常,ほうすいポケモン,通常,みず,,1,29,75,98,63,98,63,101,498,くいしんぼう,,げきりゅう,ひやっきー,hiyakki
517,ムンナ,通常,ゆめくいポケモン,通常,エスパー,,0.6,23.3,76,25,45,67,55,24,292,よちむ,シンクロ,テレパシー,むんな,munna
518,ムシャーナ,通常,ゆめうつつポケモン,通常,エスパー,,1.1,60.5,116,55,85,107,95,29,487,よちむ,シンクロ,テレパシー,むしゃーな,mushaーna
519,マメパト,通常,こばとポケモン,通常,ノーマル,ひこう,0.3,2.1,50,55,50,36,30,43,264,はとむね,きょううん,とうそうしん,まめぱと,mamepato
520,ハトーボー,通常,のばとポケモン,通常,ノーマル,ひこう,0.6,15,62,77,62,50,42,65,358,はとむね,きょううん,とうそうしん,はとーぼー,hatobo
521,ケンホロウ,通常,プライドポケモン,通常,ノーマル,ひこう,1.2,29,80,115,80,65,55,93,488,はとむね,きょううん,とうそうしん,けんほろう,kenhorou
522,シママ,通常,たいでんポケモン,通常,でんき,,0.8,29.8,45,60,32,50,32,76,295,ひらいしん,でんきエンジン,そうしょく,しまま,shimama
523,ゼブライカ,通常,らいでんポケモン,通常,でんき,,1.6,79.5,75,100,63,80,63,116,497,ひらいしん,でんきエンジン,そうしょく,ぜぶらいか,zeburaika
524,ダンゴロ,通常,マントルポケモン,通常,いわ,,0.4,18,55,75,85,25,25,15,280,がんじょう,くだけるよろい,すなのちから,だんごろ,dangoro
525,ガントル,通常,こうせきポケモン,通常,いわ,,0.9,102,70,105,105,50,40,20,390,がんじょう,くだけるよろい,すなのちから,がんとる,gantoru
526,ギガイアス,通常,こうあつポケモン,通常,いわ,,1.7,260,85,135,130,60,80,25,515,がんじょう,すなおこし,すなのちから,ぎがいあす,gigaiasu
527,コロモリ,通常,こうもりポケモン,通常,エスパー,ひこう,0.4,2.1,65,45,43,55,43,72,323,てんねん,ぶきよう,たんじゅん,ころもり,koromori
528,ココロモリ,通常,きゅうあいポケモン,通常,エスパー,ひこう,0.9,10.5,67,57,55,77,55,114,425,てんねん,ぶきよう,たんじゅん,こころもり,kokoromori
529,モグリュー,通常,もぐらポケモン,通常,じめん,,0.3,8.5,60,85,40,30,45,68,328,すなかき,すなのちから,かたやぶり,もぐりゅー,moguryuー
530,ドリュウズ,通常,ちていポケモン,通常,じめん,はがね,0.7,40.4,110,135,60,50,65,88,508,すなかき,すなのちから,かたやぶり,どりゅうず,doryuzu
531,タブンネ,通常,ヒヤリングポケモン,通常,ノーマル,,1.1,31,103,60,86,60,86,50,445,いやしのこころ,さいせいりょく,ぶきよう,たぶんね,tabunne
532,ドッコラー,通常,きんこつポケモン,通常,かくとう,,0.6,12.5,75,80,55,25,35,35,305,こんじょう,ちからずく,てつのこぶし,どっこらー,dokkora
533,ドテッコツ,通常,きんこつポケモン,通常,かくとう,,1.2,40,85,105,85,40,50,40,405,こんじょう,ちからずく,てつのこぶし,どてっこつ,dotekkotsu
534,ローブシン,通常,きんこつポケモン,通常,かくとう,,1.4,87,105,140,95,55,65,45,505,こんじょう,ちからずく,てつのこぶし,ろーぶしん,robushin
535,オタマロ,通常,おたまポケモン,通常,みず,,0.5,4.5,50,50,40,50,40,64,294,すいすい,うるおいボディ,ちょすい,おたまろ,otamaro
536,ガマガル,通常,しんどうポケモン,通常,みず,じめん,0.8,17,75,65,55,65,55,69,384,すいすい,うるおいボディ,ちょすい,がまがる,gamagaru
537,ガマゲロゲ,通常,しんどうポケモン,通常,みず,じめん,1.5,62,105,95,75,85,75,74,509,すいすい,どくしゅ,ちょすい,がまげろげ,gamageroge
538,ナゲキ,通常,じゅうどうポケモン,通常,かくとう,,1.3,55.5,120,100,85,30,85,45,465,こんじょう,せいしんりょく,かたやぶり,なげき,nageki
539,ダゲキ,通常,からてポケモン,通常,かくとう,,1.4,51,75,125,75,30,75,85,465,がんじょう,せいしんりょく,かたやぶり,だげき,dageki
540,クルミル,通常,さいほうポケモン,通常,むし,くさ,0.3,2.5,45,53,70,40,60,42,310,むしのしらせ,ようりょくそ,ぼうじん,くるみる,kurumiru
541,クルマユ,通常,はごもりポケモン,通常,むし,くさ,0.5,7.3,55,63,90,50,80,42,380,リーフガード,ようりょくそ,ぼうじん,くるまゆ,kurumayu
542,ハハコモリ,通常,こそだてポケモン,通常,むし,くさ,1.2,20.5,75,103,80,70,80,92,500,むしのしらせ,ようりょくそ,ぼうじん,ははこもり,hahakomori
543,フシデ,通常,ムカデポケモン,通常,むし,どく,0.4,5.3,30,45,59,30,39,57,260,どくのトゲ,むしのしらせ,かそく,ふしで,fushide
544,ホイーガ,通常,まゆムカデポケモン,通常,むし,どく,1.2,58.5,40,55,99,40,79,47,360,どくのトゲ,むしのしらせ,かそく,ほいーが,hoiga
545,ペンドラー,通常,メガムカデポケモン,通常,むし,どく,2.5,200.5,60,100,89,55,69,112,485,どくのトゲ,むしのしらせ,かそく,ぺんどらー,pendora
546,モンメン,通常,わたたまポケモン,通常,くさ,フェアリー,0.3,0.6,40,27,60,37,50,66,280,いたずらごころ,すりぬけ,ようりょくそ,もんめん,monmen
547,エルフーン,通常,かぜかくれポケモン,通常,くさ,フェアリー,0.7,6.6,60,67,85,77,75,116,480,いたずらごころ,すりぬけ,ようりょくそ,えるふーん,erufun
548,チュリネ,通常,ねっこポケモン,通常,くさ,,0.5,6.6,45,35,50,70,50,30,280,ようりょくそ,マイペース,リーフガード,ちゅりね,churine
549,ドレディア,通常,はなかざりポケモン,通常,くさ,,1.1,16.3,70,60,75,110,75,90,480,ようりょくそ,マイペース,リーフガード,どれでぃあ,doredeia
550,バスラオ,あかすじのすがた,らんぼうポケモン,通常,みず,,1,18,70,92,65,80,55,98,460,すてみ,てきおうりょく,かたやぶり,ばすらお,basurao
551,メグロコ,通常,さばくワニポケモン,通常,じめん,あく,0.7,15.2,50,72,35,35,35,65,292,いかく,じしんかじょう,いかりのつぼ,めぐろこ,meguroko
552,ワルビル,通常,さばくワニポケモン,通常,じめん,あく,1,33.4,60,82,45,45,45,74,351,いかく,じしんかじょう,いかりのつぼ,わるびる,warubiru
553,ワルビアル,通常,いかくポケモン,通常,じめん,あく,1.5,96.3,95,117,80,65,70,92,519,いかく,じしんかじょう,いかりのつぼ,わるびある,warubiaru
554,ダルマッカ,通常,だるまポケモン,通常,ほのお,,0.6,37.5,70,90,45,15,45,50,315,はりきり,,せいしんりょく,だるまっか,darumakka
555,ヒヒダルマ,ノーマルモード,えんじょうポケモン,通常,ほのお,,1.3,92.9,105,140,55,30,55,95,480,ちからずく,,ダルマモード,ひひだるま,hihidaruma
556,マラカッチ,通常,サボテンポケモン,通常,くさ,,1,28,75,86,67,106,67,60,461,ちょすい,ようりょくそ,よびみず,まらかっち,marakacchi
557,イシズマイ,通常,いしやどポケモン,通常,むし,いわ,0.3,14.5,50,65,85,35,35,55,325,がんじょう,シェルアーマー,くだけるよろい,いしずまい,ishizumai
558,イワパレス,通常,いわやどポケモン,通常,むし,いわ,1.4,200,70,105,125,65,75,45,485,がんじょう,シェルアーマー,くだけるよろい,いわぱれす,iwaparesu
559,ズルッグ,通常,だっぴポケモン,通常,あく,かくとう,0.6,11.8,50,75,70,35,70,48,348,だっぴ,じしんかじょう,いかく,ずるっぐ,zuruggu
560,ズルズキン,通常,あくとうポケモン,通常,あく,かくとう,1.1,30,65,90,115,45,115,58,488,だっぴ,じしんかじょう,いかく,ずるずきん,zuruzukin
561,シンボラー,通常,とりもどきポケモン,通常,エスパー,ひこう,1.4,14,72,58,80,103,80,97,490,ミラクルスキン,マジックガード,いろめがね,しんぼらー,shinbora
562,デスマス,通常,たましいポケモン,通常,ゴースト,,0.5,1.5,38,30,85,55,65,30,303,ミイラ,,,ですます,desumasu
563,デスカーン,通常,かんおけポケモン,通常,ゴースト,,1.7,76.5,58,50,145,95,105,30,483,ミイラ,,,ですかーん,desukan
564,プロトーガ,通常,こだいがめポケモン,通常,みず,いわ,0.7,16.5,54,78,103,53,45,22,355,ハードロック,がんじょう,すいすい,ぷろとーが,purotoga
565,アバゴーラ,通常,こだいがめポケモン,通常,みず,いわ,1.2,81,74,108,133,83,65,32,495,ハードロック,がんじょう,すいすい,あばごーら,abagora
566,アーケン,通常,さいこどりポケモン,通常,いわ,ひこう,0.5,9.5,55,112,45,74,45,70,401,よわき,,,あーけん,aken
567,アーケオス,通常,さいこどりポケモン,通常,いわ,ひこう,1.4,32,75,140,65,112,65,110,567,よわき,,,あーけおす,akeosu
568,ヤブクロン,通常,ゴミぶくろポケモン,通常,どく,,0.6,31,50,50,62,40,62,65,329,あくしゅう,ねんちゃく,ゆうばく,やぶくろん,yabukuron
569,ダストダス,通常,ゴミすてばポケモン,通常,どく,,1.9,107.3,80,95,82,60,82,75,474,あくしゅう,くだけるよろい,ゆうばく,だすとだす,dasutodasu
570,ゾロア,通常,わるぎつねポケモン,通常,あく,,0.7,12.5,40,65,40,80,40,65,330,イリュージョン,,,ぞろあ,zoroa
571,ゾロアーク,通常,ばけぎつねポケモン,通常,あく,,1.6,81.1,60,105,60,120,60,105,510,イリュージョン,,,ぞろあーく,zoroaku
572,チラーミィ,通常,チンチラポケモン,通常,ノーマル,,0.4,5.8,55,50,40,40,40,75,300,メロメロボディ,テクニシャン,スキルリンク,ちらーみぃ,chiramii
573,チラチーノ,通常,スカーフポケモン,通常,ノーマル,,0.5,7.5,75,95,60,65,60,115,470,メロメロボディ,テクニシャン,スキルリンク,ちらちーの,chirachino
574,ゴチム,通常,ぎょうしポケモン,通常,エスパー,,0.4,5.8,45,30,50,55,65,45,290,おみとおし,かちき,かげふみ,ごちむ,gochimu
575,ゴチミル,通常,あやつりポケモン,通常,エスパー,,0.7,18,60,45,70,75,85,55,390,おみとおし,かちき,かげふみ,ごちみる,gochimiru
576,ゴチルゼル,通常,てんたいポケモン,通常,エスパー,,1.5,44,70,55,95,95,110,65,490,おみとおし,かちき,かげふみ,ごちるぜる,gochiruzeru
577,ユニラン,通常,さいぼうポケモン,通常,エスパー,,0.3,1,45,30,40,105,50,20,290,ぼうじん,マジックガード,さいせいりょく,ゆにらん,yuniran
578,ダブラン,通常,ぶんかつポケモン,通常,エスパー,,0.6,8,65,40,50,125,60,30,370,ぼうじん,マジックガード,さいせいりょく,だぶらん,daburan
579,ランクルス,通常,ぞうふくポケモン,通常,エスパー,,1,20.1,110,65,75,125,85,30,490,ぼうじん,マジックガード,さいせいりょく,らんくるす,rankurusu
580,コアルヒー,通常,みずどりポケモン,通常,みず,ひこう,0.5,5.5,62,44,50,44,50,55,305,するどいめ,はとむね,うるおいボディ,こあるひー,koaruhi
581,スワンナ,通常,しらとりポケモン,通常,みず,ひこう,1.3,24.2,75,87,63,87,63,98,473,するどいめ,はとむね,うるおいボディ,すわんな,suwanna
582,バニプッチ,通常,しんせつポケモン,通常,こおり,,0.4,5.7,36,50,50,65,60,44,305,アイスボディ,ゆきがくれ,くだけるよろい,ばにぷっち,banipucchi
583,バニリッチ,通常,ひょうせつポケモン,通常,こおり,,1.1,41,51,65,65,80,75,59,395,アイスボディ,ゆきがくれ,くだけるよろい,ばにりっち,baniricchi
584,バイバニラ,通常,ブリザードポケモン,通常,こおり,,1.3,57.5,71,95,85,110,95,79,535,アイスボディ,ゆきふらし,くだけるよろい,ばいばにら,baibanira
585,シキジカ,はるのすがた,きせつポケモン,通常,ノーマル,くさ,0.6,19.5,60,60,50,40,50,75,335,ようりょくそ,そうしょく,てんのめぐみ,しきじか,shikijika
586,メブキジカ,はるのすがた,きせつポケモン,通常,ノーマル,くさ,1.9,92.5,80,100,70,60,70,95,475,ようりょくそ,そうしょく,てんのめぐみ,めぶきじか,mebukijika
587,エモンガ,通常,モモンガポケモン,通常,でんき,ひこう,0.4,5,55,75,60,75,60,103,428,せいでんき,,でんきエンジン,えもんが,emonga
588,カブルモ,通常,かぶりつきポケモン,通常,むし,,0.5,5.9,50,75,45,40,45,60,315,むしのしらせ,だっぴ,ノーガード,かぶるも,kaburumo
589,シュバルゴ,通常,きへいポケモン,通常,むし,はがね,1,33,70,135,105,60,105,20,495,むしのしらせ,シェルアーマー,ぼうじん,しゅばるご,shubarugo
590,タマゲタケ,通常,きのこポケモン,通常,くさ,どく,0.2,1,69,55,45,55,55,15,294,ほうし,,さいせいりょく,たまげたけ,tamagetake
591,モロバレル,通常,きのこポケモン,通常,くさ,どく,0.6,10.5,114,85,70,85,80,30,464,ほうし,,さいせいりょく,もろばれる,morobareru
592,プルリル,通常,ふゆうポケモン,通常,みず,ゴースト,1.2,33,55,40,50,65,85,40,335,ちょすい,のろわれボディ,しめりけ,ぷるりる,pururiru
593,ブルンゲル,通常,ふゆうポケモン,通常,みず,ゴースト,2.2,135,100,60,70,85,105,60,480,ちょすい,のろわれボディ,しめりけ,ぶるんげる,burungeru
594,ママンボウ,通常,かいほうポケモン,通常,みず,,1.2,31.6,165,75,80,40,45,65,470,いやしのこころ,うるおいボディ,さいせいりょく,ままんぼう,mamanbou
595,バチュル,通常,くっつきポケモン,通常,むし,でんき,0.1,0.6,50,47,50,57,50,65,319,ふくがん,きんちょうかん,むしのしらせ,ばちゅる,bachuru
596,デンチュラ,通常,でんきグモポケモン,通常,むし,でんき,0.8,14.3,70,77,60,97,60,108,472,ふくがん,きんちょうかん,むしのしらせ,でんちゅら,denchura
597,テッシード,通常,とげのみポケモン,通常,くさ,はがね,0.6,18.8,44,50,91,24,86,10,305,てつのトゲ,,,てっしーど,tesshido
598,ナットレイ,通常,とげだまポケモン,通常,くさ,はがね,1,110,74,94,131,54,116,20,489,てつのトゲ,,きけんよち,なっとれい,nattorei
599,ギアル,通常,はぐるまポケモン,通常,はがね,,0.3,21,40,55,70,45,60,30,300,プラス,マイナス,クリアボディ,ぎある,giaru
600,ギギアル,通常,はぐるまポケモン,通常,はがね,,0.6,51,60,80,95,70,85,50,440,プラス,マイナス,クリアボディ,ぎぎある,gigiaru
601,ギギギアル,通常,はぐるまポケモン,通常,はがね,,0.6,81,60,100,115,70,85,90,520,プラス,マイナス,クリアボディ,ぎぎぎある,gigigiaru
602,シビシラス,通常,でんきうおポケモン,通常,でんき,,0.2,0.3,35,55,40,45,40,60,275,ふゆう,,,しびしらす,shibishirasu
603,シビビール,通常,でんきうおポケモン,通常,でんき,,1.2,22,65,85,70,75,70,40,405,ふゆう,,,しびびーる,shibibiru
604,シビルドン,通常,でんきうおポケモン,通常,でんき,,2.1,80.5,85,115,80,105,80,50,515,ふゆう,,,しびるどん,shibirudon
